,Precision,Recall,F1,Gmean,AUC
apache-ant-1.7.0.csv,0.375,0.23076923076923078,0.2857142857142857,0.4800887127808043,0.8501117297276825
apache-jmeter-2.10.csv,0.08333333333333333,0.3333333333333333,0.13333333333333333,0.5745647038482236,0.9514820304919067
argouml.csv,0.4724220623501199,0.4793187347931874,0.4758454106280193,0.6836592630833664,0.9395078497429291
columba-1.4-src.csv,0.3380281690140845,0.5581395348837209,0.42105263157894735,0.7443347924279047,0.9933653601193726
emf-2.4.1.csv,0.45454545454545453,0.3125,0.3703703703703703,0.5586325700353569,0.8685122593950505
hibernate-distribution-3.3.2.GA.csv,0.4426229508196721,0.421875,0.432,0.6456344713316733,0.9616965538407576
jEdit-4.2.csv,0.2857142857142857,0.14285714285714285,0.19047619047619047,0.3778723831330926,0.6828660522872176
jfreechart-1.0.19.csv,0.17105263157894737,0.8666666666666667,0.28571428571428575,0.9242345187154696,0.9764392729485132
jruby-1.4.0.csv,0.5368421052631579,0.4636363636363636,0.49756097560975604,0.6776568946631643,0.965689594078507
sql12.csv,0.4,0.64,0.4923076923076923,0.7973056336599892,0.9772443261417764
